razon_social,nombre_producto,numero_registro,especies_aprobadas_para_su_uso
"Nutrimentos de Valor, S.A. de C.V.",Immunis Ped-M,B-10542-001,por
"Omegavac de México, S. A. de C.V.",Omega-Enc,B-0777-001,ave
"Omegavac de México, S. A. de C.V.",Omega-Sbp,B-0777-002,ave
"Omegavac de México, S. A. de C.V.",Omega-Enc 2500,B-0777-003,ave
"Omegavac de México, S. A. de C.V.",Omega- Flu A,B-0777-004,ave
"Omegavac de México, S. A. de C.V.",Omega-Enc Flu A,B-0777-005,ave
"Omegavac de México, S. A. de C.V.",Omega-Bi Mass,B-0777-008,ave
"Omegavac de México, S. A. de C.V.",Omega-Postura 1,B-0777-009,ave
"Omegavac de México, S. A. de C.V.",Omega-Enc L,B-0777-010,ave
"Omegavac de México, S. A. de C.V.",Omega Bi Mass L,B-0777-011,ave
"Omegavac de México, S. A. de C.V.","Omega-Coriza (A,B,C) Emul",B-0777-012,ave
"Omegavac de México, S. A. de C.V.","Omega-Coriza (A,B,C) Hidrox",B-0777-013,por
"Ouro Fino de México, S.A. de C.V.",Safesuis Circovirus,B-7750-001,por
"Ouro Fino de México, S.A. de C.V.",Safesui Mycoplasma,B-7750-002,por
"Pb Animal Health de México, S. de R.L. de C.V.",Tabic Mb,B-0259-001,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Tabic H-12,B-0259-002,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Tabic V.H.,B-0259-003,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Quaractin Vp2,B-0259-004,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Mb-1,B-0259-005,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Tabic Ib Var,B-0259-006,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Tabic Ib Var206,B-0259-007,ave
"Pb Animal Health de México, S. de R.L. de C.V.",V.H. + H-120,B-0259-008,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Nectiv Forte,B-0259-009,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Salmin Plus,B-0259-010,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Ic Quadro,B-0259-011,ave
"Pb Animal Health de México, S. de R.L. de C.V.",Phivax Sle,B-0259-012,ave
"Peacock Animal Health, S.A. de C.V.",Bacterin 11 Vias Cpmh,B-10480-001,"bov, ovi, cap"
"Peacock Animal Health, S.A. de C.V.",Bacterin 8 Vias Cme,B-10480-002,"bov, ovi, cap"
"Peacock Animal Health, S.A. de C.V.",Derrienlytic Rb,B-10480-003,"bov, ovi, cap, equ"
"Peacock Animal Health, S.A. de C.V.",Vaccine Fc Antrax,B-10480-004,"bov, cap, ovi"
"Peacock Animal Health, S.A. de C.V.",Bacterin Triple Bovina Cp+M,B-10480-005,"bov, cap, ovi"
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Bronquitis de Las Aves Cepa Fuerte,B-2782-001,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Enfermedad de Newcastle Cepa la Sota Liofilizada,B-2782-002,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Enfermedad de Newcastle Cepa B-1,B-2782-003,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Viruela Aviar Cepa Fuerte,B-2782-005,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Broquitis Infecciosa de Las Aves Cepa Suave,B-2782-006,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Viruela Aviar Cepa Suave,B-2782-008,ave
"Pecuarius Laboratorios, S.A. de C.V.","Bacterina Mixta Aviar ""Cori-New"" Virus y Bacterinas Inactivados y Emulsionados en Aceite",B-2782-009,ave
"Pecuarius Laboratorios, S.A. de C.V.",Bacterina Triple Porcina B.P.H.,B-2782-010,por
"Pecuarius Laboratorios, S.A. de C.V.","Vacuna Mixta Aviar ""Coli-New""",B-2782-011,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Enfermedad de Gumboro Cepa Luckert,B-2782-012,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Encefalomielitis Aviar,B-2782-013,ave
"Pecuarius Laboratorios, S.A. de C.V.","Vacuna Mixta ""Corinew - Bron""",B-2782-014,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Laringotraqueitis de Las Aves,B-2782-015,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Laringotraqueitis Cepa Suave,B-2782-016,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Enfermedad de Marek,B-2782-017,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Enfermedad de Gumboro,B-2782-018,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Mixta Pentavac,B-2782-019,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra la Enfermedad de Marek,B-2782-020,ave
"Pecuarius Laboratorios, S.A. de C.V.",Vacuna Contra el Sindrome de la Baja de Postura,B-2782-021,ave
"Pecuarius Laboratorios, S.A. de C.V.","Vacuna Mixta ""Sota-Conn-Mss""",B-2782-022,ave
"Pecuarius Laboratorios, S.A. de C.V.","Vacuna Mixta ""B-1 Conn-Mass""",B-2782-023,ave
"Pecuarius Laboratorios, S.A. de C.V.","Vacuna de ""Bronquitis Conn-Mass""",B-2782-024,ave
"Pecuarius Laboratorios, S.A. de C.V.",Pecbur,B-2782-026,ave
"Pecuarius Laboratorios, S.A. de C.V.",Pec Pox + Ea,B-2782-027,ave
"Pecuarius Laboratorios, S.A. de C.V.",Corbac Ii (Bacterina Contra la Coriza Infecciosa de Las Aves).,B-2782-028,ave
"Pecuarius Laboratorios, S.A. de C.V.",Corinewbron+Eds,B-2782-031,ave
"Pecuarius Laboratorios, S.A. de C.V.",Newbron,B-2782-034,ave
"Pecuarius Laboratorios, S.A. de C.V.",Newcastle + Eds,B-2782-035,ave
"Pecuarius Laboratorios, S.A. de C.V.",Newcastle Clie,B-2782-091,ave
Pet´S Pharma de México S.A. de Cv.,Derrinova Ac,B-7972-007,bov
Pet´S Pharma de México S.A. de Cv.,Bioprevent Antirrábica,B-7972-010,can y fel
Pet´S Pharma de México S.A. de Cv.,Derrinova Sad,B-7972-012,bov
Pet´S Pharma de México S.A. de Cv.,Nova 11 Vias,B-7972-013,bov
Pet´S Pharma de México S.A. de Cv.,Nova Triple,B-7972-015,"bov, ovi, cap"
"Pet'S Pharma de México, S.A. de C.V.",Bioprevent Parvo,B-7972-001,can
"Pet'S Pharma de México, S.A. de C.V.",Bioprevent Parvo Plus,B-7972-002,can
"Pet'S Pharma de México, S.A. de C.V.",Bioprevent Puppy Plus (Dpa2),B-7972-003,can
"Pet'S Pharma de México, S.A. de C.V.",Bioprevent Triple Canina (Dhl),B-7972-004,can
"Pet'S Pharma de México, S.A. de C.V.",Bioprevent Booster Plus (Dpa2 H-L),B-7972-005,can
"Pet'S Pharma de México, S.A. de C.V.",Derrinova Pt,B-7972-008,"bov, ovi, cap, equ, por"
"Pet'S Pharma de México, S.A. de C.V.",Antirrabica,B-7972-009,"can, fel"
"Pet'S Pharma de México, S.A. de C.V.",Antirrábica Pt,B-7972-011,"can, fel"
"Pharmgate, S. de R.L. de C.V.",Circo/Mycogard,B-1118-001,por
"Pharmgate, S. de R.L. de C.V.",Mycogard One Dose,B-1118-002,por
"Pharmgate, S. de R.L. de C.V.",Circogard,B-1118-003,por
"Pharmgate, S. de R.L. de C.V.",Mycogard,B-1118-004,por
"Pharmgate, S. de R.L. de C.V.",Prrsgard,B-1118-006,por
"Pisa Agropecuaria, S.A. de C.V.",Derri-Aid,B-7833-014,"bov, por, equ, ovi, cap"
"Pisa Agropecuaria, S.A. de C.V.",Rabchoice,B-7833-396,"can, fel"
"Pisa Agropecuaria, S.A. de C.V.",Derri-Aid Plus,B-7833-004,"bov, cap, ovi, equ, por"
"Pisa Agropecuaria, S.A. de C.V.",Brucell N19-Aid,B-7833-006,bov
"Pisa Agropecuaria, S.A. de C.V.",Brucel R19-Aid,B-7833-009,bov
"Pisa Agropecuaria, S.A. de C.V.",Rab-Aid,B-7833-010,"can, fel"
"Pisa Agropecuaria, S.A. de C.V.",Brucel-Aid Becerras,B-7833-011,bov
"Pisa Agropecuaria, S.A. de C.V.",Brucel-Aid Vacas,B-7833-012,bov
Productora Nacional de Biológicos Veterinarios (Pronabive),Derri a Plus,B-0653-001,"bov, ovi, cap, equ, por"
Productora Nacional de Biológicos Veterinarios (Pronabive),Melirev-N,B-0653-002,"ovi, cap"
Productora Nacional de Biológicos Veterinarios (Pronabive),Brucel N-19,B-0653-006,bov
Productora Nacional de Biológicos Veterinarios (Pronabive),Aba Test Tarjeta 8%,B-0653-009,"bov, por"
Productora Nacional de Biológicos Veterinarios (Pronabive),Aba Test Tubo,B-0653-010,"bov, cap"
Productora Nacional de Biológicos Veterinarios (Pronabive),Equivac Tc-83,B-0653-011,equ
Productora Nacional de Biológicos Veterinarios (Pronabive),Aba Test Leche,B-0653-012,bov
Productora Nacional de Biológicos Veterinarios (Pronabive),Melirev-R,B-0653-014,"ovi, cap"
Productora Nacional de Biológicos Veterinarios (Pronabive),Aba Test Rivanol,B-0653-019,"bov, por"
Productora Nacional de Biológicos Veterinarios (Pronabive),Aba Test Tarjeta 3%,B-0653-023,"ovi, cap"
Productora Nacional de Biológicos Veterinarios (Pronabive),Ppd Aviar,B-0653-034,bov
Productora Nacional de Biológicos Veterinarios (Pronabive),Ppd Bovino,B-0653-035,bov
Productora Nacional de Biológicos Veterinarios (Pronabive),Brucel R-19,B-0653-043,bov
Productora Nacional de Biológicos Veterinarios (Pronabive),Derri Plus,B-0653-045,"bov, ovi, cap, equ, por"
Productora Nacional de Biológicos Veterinarios (Pronabive),Rabi Plus,B-0653-046,"can, fel"
Productora Nacional de Biológicos Veterinarios (Pronabive),Brucel Rb51 Plus Becerras,B-0653-047,bov
Productora Nacional de Biológicos Veterinarios (Pronabive),Brucel Rb51 Plus Vacas,B-0653-048,bov
Productora Nacional de Biológicos Veterinarios (Pronabive),New Vac Plus Emulsionada,B-0653-049,ave
Productora Nacional de Biológicos Veterinarios (Pronabive),Equivon Plus,B-0653-051,equ
Productora Nacional de Biológicos Veterinarios (Pronabive),Influbive,B-0653-054,ave
Productora Nacional de Biológicos Veterinarios (Pronabive),Flubive,B-0653-057,ave
Productora Nacional de Biológicos Veterinarios (Pronabive),Colombo Bive Plus,B-0653-061,ave
Productora Nacional de Biológicos Veterinarios (Pronabive),Vehc-2-Bive,B-0653-062,con
"Productos Farmacéuticos, S.A. de C.V.",Bovi-Lepto,B-0895-024,"bov, ovi, cap, por, equ, can, fel"
"Productos Farmacéuticos, S.A. de C.V.",Cebu-Rab,B-0895-029,"bov, ovi, cap"
"Productos Farmacéuticos, S.A. de C.V.",Inmuc-Parvo,B-0895-033,can
"Productos Farmacéuticos, S.A. de C.V.",Inmuc-Rab,B-0895-034,"can, fel"
"Productos Farmacéuticos, S.A. de C.V.",Vacugen 6L,B-0895-035,can
"Productos Farmacéuticos, S.A. de C.V.",Adenovac,B-0895-037,can
"Productos Farmacéuticos, S.A. de C.V.",Vacufive 5 V,B-0895-038,can
"Productos Farmacéuticos, S.A. de C.V.",Puppyparvo-Dhp,B-0895-039,can
"Productos Farmacéuticos, S.A. de C.V.",Doblevac Pc,B-0895-040,can
"Productos Farmacéuticos, S.A. de C.V.",Pn 1 Toxoide,B-0895-041,"bov, ovi, cap"
"Productos Farmacéuticos, S.A. de C.V.",Pc 2 Toxoide,B-0895-042,"bov, ovi, cap"
"Productos Farmacéuticos, S.A. de C.V.",Pce 3 Toxoide,B-0895-043,"bov, ovi, cap"
"Productos Farmacéuticos, S.A. de C.V.",Perfechs 7 Toxoide,B-0895-045,"bov, ovi, cap"
"Productos Farmacéuticos, S.A. de C.V.",Anthracis A1,B-0895-046,"bov, ovi, cap, por, equ"
"Productos Farmacéuticos, S.A. de C.V.",Exgon 10 Toxoide,B-0895-047,"bov, ovi, cap"
"Productos Farmacéuticos, S.A. de C.V.",Respipet,B-0895-049,can
"Productos Farmacéuticos, S.A. de C.V.",Nainvac 11 Toxoide,B-0895-048,"bov, ovi, cap"
"Quadrix, S.A. de C.V.",Id Screen Influenza H5 Antibody Competition,B-10101-001,ave
"Quadrix, S.A. de C.V.",Id Screen Brucelosis Milk Indirect,B-10101-0012,"bov, ovi, cap"
"Quadrix, S.A. de C.V.",Id Screen Newcastle Disease Indirect,B-10101-0013,ave
"Quadrix, S.A. de C.V.",Id Screen Avian Reovirus Indirect,B-10101-0014,ave
"Quadrix, S.A. de C.V.",Id Screen Bvd P80 Antibody Competition,B-10101-0015,"bov, ovi, cap"
"Quadrix, S.A. de C.V.",Id Screen Paratuberculosis Indirect-Screening Test,B-10101-002,"bov, ovi, cap, buf"
"Quadrix, S.A. de C.V.",Id Screen Prrs Indirect,B-10101-003,por
"Quadrix, S.A. de C.V.",Id Screen App Screening Indirect (Serotypes 1 Through 12),B-10101-004,por
"Quadrix, S.A. de C.V.",Id Screen Ibr Indirect,B-10101-005,bov
"Quadrix, S.A. de C.V.",Id Screen Ilt Indirect,B-10101-006,ave
"Quadrix, S.A. de C.V.",Id Screen Neospora Caninum Competition,B-10101-007,"bov, ovi, cap, can"
"Quadrix, S.A. de C.V.",Id Screen Ruminant Ifn-?,B-10101-008,"bov, ovi, cap"
"Quadrix, S.A. de C.V.",Id Screen Ibd Indirect,B-10101-009,ave
"Quadrix, S.A. de C.V.",Id Screen Infectious Bronchitis Indirect,B-10101-010,ave
"Quadrix, S.A. de C.V.",Id Screen Blv Competition,B-10101-011,"bov, buf"
"Quadrix, S.A. de C.V.",Id Screen Influenza a Nucleoprotein Indirect,B-10101-016,ave
"Quadrix, S.A. de C.V.",Id Gene Influenza a Multi-Species Duplex,B-10101-017,ave
"Quadrix, S.A. de C.V.",Id Screen Influenza H5 Indirect,B-10101-019,ave
"Química Ibérica México, S.A. de C.V.",Rabivac Lv,B-1110-001,"bov, ovi, cap, equ, por"
"Química Ibérica México, S.A. de C.V.",Clostrimune Hs,B-1110-003,"bov, ovi, cap"
"Química Ibérica México, S.A. de C.V.",Clostrid,B-1110-004,"bov, ovi, cap"
"Química Ibérica México, S.A. de C.V.",Imnunevac,B-1110-005,ave
"Química Ibérica México, S.A. de C.V.",Growfort Lp5,B-1110-006,bov
"Química Ibérica México, S.A. de C.V.",Avivacc Newcastle,B-1110-007,ave
"Riverfarma, S.A. de C.V.",Gavac,B-0524-027,bov
"Rodruilab, S.A. de C.V.",Canirod Quintuple,B-1185-060,can
"Rodruilab, S.A. de C.V.",Parvorod Canino,B-1185-061,can
"Rodruilab, S.A. de C.V.",Allurabife. Vacuna Contra el Derriengue Cepa Acatlán V-319,B-1185-062,"bov, ovi, cap, equ, por"
"Rodruilab, S.A. de C.V.",Rabirod / Antirrabic Pasteur,B-1185-063,"bov, can, fel"
"Rodruilab, S.A. de C.V.",Derrivob Vacuna Contra el Derriengue Cepa Acatlan V-319,B-1185-064,"bov, ovi, cap equ, por"
"Rodruilab, S.A. de C.V.",Bacterina Triple Bovina Rodruilab,B-1185-065,"bov, ovi, cap"
"Rodruilab, S.A. de C.V.",8 Vias Rodruilab,B-1185-066,"bov, ovi, casp"
"Sanfer Salud Animal, S.A. de C.V.",Genovax N5+Ib,B-10575-001,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax C Ai G15,B-10575-002,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Ai G15,B-10575-003,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax C Ai+N5 G15,B-10575-004,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Ai+N5 G15,B-10575-005,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax C Ai+Nd G15,B-10575-006,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Ai+Nd G15,B-10575-007,ave
"Sanfer Salud Animal, S.A. de C.V.",Biocersan Oa,B-10575-008,por
"Sanfer Salud Animal, S.A. de C.V.",Suvaxyn Ple,B-10575-009,por
"Sanfer Salud Animal, S.A. de C.V.",Biocersan Pl,B-10575-010,por
"Sanfer Salud Animal, S.A. de C.V.",Derrisan-Kv,B-10575-011,"bov, equ, ovi, cap"
"Sanfer Salud Animal, S.A. de C.V.",Biocersan App,B-10575-013,por
"Sanfer Salud Animal, S.A. de C.V.",Biocersan Ev,B-10575-014,por
"Sanfer Salud Animal, S.A. de C.V.",Suvaxyn Respifend Mh,B-10575-015,por
"Sanfer Salud Animal, S.A. de C.V.",Corisan,B-10575-016,ave
"Sanfer Salud Animal, S.A. de C.V.",Corisan N-Beds,B-10575-018,ave
"Sanfer Salud Animal, S.A. de C.V.",Derrisan,B-10575-019,"bov, ovi, cap, equ"
"Sanfer Salud Animal, S.A. de C.V.",Suvaxyn Mh-One,B-10575-020,por
"Sanfer Salud Animal, S.A. de C.V.",Clostrisan 10 + Hs,B-10575-021,"bov, ovi, cap"
"Sanfer Salud Animal, S.A. de C.V.",Aerovac Ib,B-10575-022,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Ai+N5,B-10575-023,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-C Ai+N5,B-10575-024,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-Cc Ibh,B-10575-025,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-C Ai+Nd,B-10575-026,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Ai + Nd,B-10575-027,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-C Ibh+Nd,B-10575-028,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax H7,B-10575-029,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Nd+Ib,B-10575-030,ave
"Sanfer Salud Animal, S.A. de C.V.",Ccs Optimum Forte,B-10575-031,bov
"Sanfer Salud Animal, S.A. de C.V.",Coribact Abc,B-10575-032,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Ai,B-10575-033,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Eds,B-10575-034,ave
"Sanfer Salud Animal, S.A. de C.V.",Genovax N5,B-10575-035,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Nd Eds Ib,B-10575-036,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Nd,B-10575-037,ave
"Sanfer Salud Animal, S.A. de C.V.",Aerovac Ai,B-10575-038,ave
"Sanfer Salud Animal, S.A. de C.V.",Inmuno App,B-10575-039,ave
"Sanfer Salud Animal, S.A. de C.V.",Inmunoidi - Ibh,B-10575-040,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Gr7,B-10575-041,ave
"Sanfer Salud Animal, S.A. de C.V.",Suiscox,B-10575-042,por
"Sanfer Salud Animal, S.A. de C.V.",Inmunoprrs Forte,B-10575-043,por
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-C Ai,B-10575-044,ave
"Sanfer Salud Animal, S.A. de C.V.",Inmuno Prrs Oral,B-10575-045,por
"Sanfer Salud Animal, S.A. de C.V.",Porcimax Pi,B-10575-046,por
"Sanfer Salud Animal, S.A. de C.V.",Inmunoidi Db Calf Defence,B-10575-047,bov
"Sanfer Salud Animal, S.A. de C.V.",Suisbact,B-10575-048,por
"Sanfer Salud Animal, S.A. de C.V.",Actinobact-P,B-10575-049,por
"Sanfer Salud Animal, S.A. de C.V.",Emulmax N5+Eds+Ib,B-10575-050,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax N5+Ib+Ic,B-10575-051,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax N5,B-10575-052,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Ibh,B-10575-053,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-C H5+N5,B-10575-054,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax H5+N5,B-10575-055,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-C H5,B-10575-056,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Ibh+Nd,B-10575-057,ave
"Sanfer Salud Animal, S.A. de C.V.",Supracox,B-10575-058,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax H5,B-10575-059,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-C N5,B-10575-060,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax-Hc N5,B-10575-061,ave
"Sanfer Salud Animal, S.A. de C.V.",Biovac-Nd,B-10575-062,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax Gr7-19,B-10575-063,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax C Ibh Plus,B-10575-064,ave
"Sanfer Salud Animal, S.A. de C.V.",Emulmax C Ibh + Nd Plus,B-10575-065,ave
"Vet Science, S.A. de C.V.",Vetbac 11 Vías,B-10125-001,"bov, ovi, cap"
"Vet Science, S.A. de C.V.",Fiebre Carbonosa Vs,B-10125-002,"bov, ovi, cap, equ, por"
"Vet Science, S.A. de C.V.",Gonavet Rd,B-10125-003,"bov, ovi, cap, equ"
"Vetermex Animal Health, S. A. de C. V.",Biocan M Plus,B-0616-001,"can, fel"
"Vetermex Animal Health, S. A. de C. V.",Biocan L,B-0616-002,can
"Vetermex Animal Health, S. A. de C. V.",Biocan R,B-0616-003,"can, fel"
"Vetxpert, S.A. de C.V.",Suishot Circo-One,B-11197-001,por
"Virbac México, S.A. de C.V.",Feligen C.R.P.,B-0042-002,fel
"Virbac México, S.A. de C.V.",Leucogen,B-0042-012,fel
"Virbac México, S.A. de C.V.",Parvigen,B-0042-015,can
"Virbac México, S.A. de C.V.",Canigen Mha2 Puppy,B-0042-016,can
"Virbac México, S.A. de C.V.",Canigen Mha2Ppi/L,B-0042-018,can
"Virbac México, S.A. de C.V.",Canigen Puppy Extra,B-0042-020,can
"Virbac México, S.A. de C.V.",Ultracorn,B-0042-023,"bov, ovi, por, ave"
"Virbac México, S.A. de C.V.",Canigen Cpv Clone,B-0042-024,can
"Virbac México, S.A. de C.V.",Virbagen Omega,B-0042-025,"can, fel"
"Virbac México, S.A. de C.V.",Rabigen Mono,B-0042-030,"can, fel"
"Virbac México, S.A. de C.V.",Clostrigen 9+T,B-0042-033,"bov, ovi, cap"
"Virbac México, S.A. de C.V.",Clostrigen P,B-0042-034,"bov, ovi, cap"
"Virbac México, S.A. de C.V.",Feligen Crp/R,B-0042-035,fel
"Virbac México, S.A. de C.V.",Rabatvac Canis,B-0042-036,"can, fel, equ"
"Virbac México, S.A. de C.V.",Rabatvac Bovis,B-0042-037,"bov, equ"
"Virbac México, S.A. de C.V.",Bovigen Lepto 8,B-0042-039,"bov ovi, por"
"Virbac México, S.A. de C.V.",Bovigen Total,B-0042-040,bov
"Virbac México, S.A. de C.V.",Suigen Pcv2,B-0042-041,por
"Virbac México, S.A. de C.V.",Suigen Donoban,B-0042-042,por
"Virbac México, S.A. de C.V.",Leucofeligen Felv/Crp,B-0042-043,fel
"Viren, S.A. de C.V.",Vacuna Contra la Laringotraqueitis I. (Intraocular-Intranasal),B-0442-004,ave
"Viren, S.A. de C.V.",Vacuna Contra la Viruela Aviar de Las Gallinas (Punción en el Ala),B-0442-005,ave
"Viren, S.A. de C.V.",Vacuna Contra la Enfermedad de la Encefalomielitis de Las Aves,B-0442-008,ave
"Viren, S.A. de C.V.","Vacuna Contra la Enfermedad de Newcastle ""Virus Muerto""",B-0442-011,ave
"Viren, S.A. de C.V.","Vacuna Contra la Enfermedad de Marek ""Herp-Vac""",B-0442-014,ave
"Viren, S.A. de C.V.",N-Cor Viren,B-0442-022,ave
"Viren, S.A. de C.V.",Vacuna Contra Hepatitis Viren,B-0442-028,ave
"Viren, S.A. de C.V.",Vacuna Contra Hepatitis-Newcastle-Viren,B-0442-029,ave
"Viren, S.A. de C.V.",Cefavir,B-0442-037,ave
"Viren, S.A. de C.V.",Influenza Newcastle Concentrada Viren,B-0442-041,ave
"Viren, S.A. de C.V.",Parflu-5 Oral,B-0442-046,ave
"Viren, S.A. de C.V.",Vacuna Triple Aviar Viren,B-0442-043,ave
"Viren, S.A. de C.V.",Parflu-5-Aspersion,B-0442-045,ave
"Viren, S.A. de C.V.",Vacuna Contra la Bronquitis Cepa Mass Holandesa Bajo Pasaje,B-0442-018,ave
"Viren, S.A. de C.V.",Bacterina Pasteurella Multocida Colera Aviar,B-0442-034,ave
"Viren, S.A. de C.V.",Vacuna Contra la Bronquitis I. Cepa Mass/Conn (Ocular-Intranasal O Agua de Bebida),B-0442-013,ave
"Viren, S.A. de C.V.","Bur-Vac ""S""",B-0442-016,ave
"Viren, S.A. de C.V.","Vacuna Contra la Enfermedad de Newcastle (Intraocular/Nasal, Aspersión O Agua) Cepa Lasota",B-0442-001,ave
"Viren, S.A. de C.V.",Vacuna Contra la Enfermedad de Newcastle (Intramuscular) Cepa Lasota,B-0442-003,ave
"Viren, S.A. de C.V.","Vacuna Contra Bronquitis (Ocular, Nasal, Agua de Bebida O Aspersión)",B-0442-006,ave
"Viren, S.A. de C.V.","Vacuna Contra la Enfermedad de Newcastle Virus Inactivo, Suspensión Oleosa, Cepa Lasota",B-0442-010,ave
"Viren, S.A. de C.V.","Vacuna Contra la Viruela de Las Palomas, Virus Vivo Cepa Pichon",B-0442-012,ave
"Viren, S.A. de C.V.",Bur-Vac,B-0442-015,ave
"Viren, S.A. de C.V.",Vacuna Contra la Bronquitis Cepa Mass Holandesa Al,B-0442-017,ave
"Viren, S.A. de C.V.",Bur-Vac Emulsionada,B-0442-020,ave
"Viren, S.A. de C.V.",Bacterina Coriza Emulsionada Viren,B-0442-021,ave
"Viren, S.A. de C.V.",Influeza Newcastle Viren,B-0442-030,ave
"Viren, S.A. de C.V.",Nc-Bi Viren,B-0442-032,ave
"Viren, S.A. de C.V.",Newcastle Viren Hiperconcentrada,B-0442-033,ave
"Viren, S.A. de C.V.",Vacuna Contra Influeza Aviar H7N3-Viren,B-0442-039,ave
"Virvac México, S.A. de C.V.",Canigen Mha2 P/L,B-0042-013,can
"Virvac México, S.A. de C.V.",Canigen Mha2 / L Triple,B-0042-017,can
"Virvac México, S.A. de C.V.",Canigen Mha2Ppi / Lr,B-0042-021,can
"Voltier, S.A. de C.V.",Bovivolt 8 Vías,B-10086-001,"bov, ovi"
"Voltier, S.A. de C.V.",Bovivolt Triple,B-10086-003,"bov, ovi, cap"
"Voltier, S.A. de C.V.",Derrievolt,B-10086-005,"bov, ovi, cap, equ"
"Zoetis México, S. de R.L. de C.V.",Mg-Bac,B-1196-001,ave
"Zoetis México, S. de R.L. de C.V.",Poulvac Se,B-1196-006,ave
"Zoetis México, S. de R.L. de C.V.",Vacuna Contra Diarrea Epidemica Porcina Virus Inactivo,B-1196-007,por
"Zoetis México, S. de R.L. de C.V.",Eds New Bronz-Vac,B-1196-009,ave
"Zoetis México, S. de R.L. de C.V.",Poulvac Mix 6,B-1196-010,ave
"Zoetis México, S. de R.L. de C.V.",Bopriva,B-1196-101,bov
"Zoetis México, S. de R.L. de C.V.",Bronchicine Cae,B-1196-103,can
"Zoetis México, S. de R.L. de C.V.",Defensor 1,B-1196-105,"can, fel, hur"
"Zoetis México, S. de R.L. de C.V.",Enviracor,B-1196-108,bov
"Zoetis México, S. de R.L. de C.V.",Farrowsure Gold B,B-1196-109,por
"Zoetis México, S. de R.L. de C.V.",Felocell 3,B-1196-111,fel
"Zoetis México, S. de R.L. de C.V.",Fluvac Innovator,B-1196-113,equ
"Zoetis México, S. de R.L. de C.V.",Fluvac Innovator Ehv-4/1,B-1196-114,equ
"Zoetis México, S. de R.L. de C.V.",Giardiavax,B-1196-116,can
